industry,avg_wage,monthly_rent_allowance,year
Telecommunications,111885.0,3107.9166666666665,2012
Telecommunications,108525.0,3014.5833333333335,2013
Telecommunications,119664.0,3324.0,2014
Telecommunications,136903.0,3802.8611111111113,2015
Telecommunications,140211.0,3894.75,2016
Telecommunications,144974.0,4027.055555555555,2017
Telecommunications,155635.6958349871,4323.213773194087,2018
Telecommunications,163747.5171892921,4548.542144147003,2019
"ISPs, search portals, and data processing",76173.0,2115.9166666666665,2011
"ISPs, search portals, and data processing",76858.0,2134.9444444444443,2012
"ISPs, search portals, and data processing",81586.0,2266.277777777778,2013
"ISPs, search portals, and data processing",103135.0,2864.8611111111113,2014
"ISPs, search portals, and data processing",97822.0,2717.277777777778,2015
"ISPs, search portals, and data processing",117147.0,3254.0833333333335,2016
"ISPs, search portals, and data processing",122645.0,3406.805555555555,2017
"ISPs, search portals, and data processing",130085.70771231329,3613.4918808975913,2018
"ISPs, search portals, and data processing",138522.49457090578,3847.8470714140494,2019
Other information services,111431.0,3095.305555555555,2011
Other information services,126960.0,3526.6666666666665,2012
Other information services,124411.0,3455.8611111111113,2013
Other information services,132417.0,3678.25,2014
Other information services,159830.0,4439.722222222222,2015
Other information services,191501.0,5319.472222222222,2016
Other information services,216137.0,6003.805555555556,2017
Other information services,234400.62637714832,6511.128510476342,2018
Other information services,252771.8787158896,7021.4410754413775,2019
Credit intermediation and related activities,75534.0,2098.1666666666665,2011
Credit intermediation and related activities,84138.0,2337.1666666666665,2012
Credit intermediation and related activities,83993.0,2333.138888888889,2013
Credit intermediation and related activities,83921.0,2331.138888888889,2014
Credit intermediation and related activities,96166.0,2671.277777777778,2015
Credit intermediation and related activities,99331.0,2759.194444444445,2016
Credit intermediation and related activities,102015.0,2833.75,2017
Credit intermediation and related activities,106787.9652098578,2966.3323669404945,2018
Credit intermediation and related activities,111145.17970279344,3087.366102855373,2019
Insurance carriers and related activities,84234.0,2339.8333333333335,2011
Insurance carriers and related activities,86353.0,2398.6944444444443,2012
Insurance carriers and related activities,88985.0,2471.8055555555557,2013
Insurance carriers and related activities,89749.0,2493.027777777778,2014
Insurance carriers and related activities,93099.0,2586.0833333333335,2015
Insurance carriers and related activities,97082.0,2696.722222222222,2016
Insurance carriers and related activities,96808.0,2689.111111111111,2017
Insurance carriers and related activities,100089.25005811233,2780.256946058676,2018
Insurance carriers and related activities,102349.75007861818,2843.0486132949495,2019
Real estate,50275.0,1396.5277777777776,2011
Real estate,53289.0,1480.25,2012
Real estate,54216.0,1506.0,2013
Real estate,56483.0,1568.9722222222224,2014
Real estate,59183.0,1643.9722222222224,2015
Real estate,62210.0,1728.0555555555557,2016
Real estate,64529.0,1792.4722222222224,2017
Real estate,66904.66666666666,1858.4629629629626,2018
Real estate,69280.33333333333,1924.4537037037035,2019
Rental and leasing services,47261.0,1312.8055555555554,2011
Rental and leasing services,46392.0,1288.6666666666667,2012
Rental and leasing services,47497.0,1319.361111111111,2013
Rental and leasing services,49315.0,1369.861111111111,2014
Rental and leasing services,51250.0,1423.611111111111,2015
Rental and leasing services,52416.0,1456.0,2016
Rental and leasing services,53520.0,1486.6666666666667,2017
Rental and leasing services,54563.16666666668,1515.643518518519,2018
Rental and leasing services,55606.33333333335,1544.6203703703707,2019
Lessors of nonfinancial intangible asset,63265.0,1757.361111111111,2011
Lessors of nonfinancial intangible asset,70419.0,1956.0833333333333,2012
Lessors of nonfinancial intangible asset,73998.0,2055.5,2013
Lessors of nonfinancial intangible asset,60882.0,1691.1666666666667,2014
Lessors of nonfinancial intangible asset,66122.0,1836.7222222222224,2015
Lessors of nonfinancial intangible asset,73093.0,2030.361111111111,2016
Lessors of nonfinancial intangible asset,116898.0,3247.1666666666665,2017
Lessors of nonfinancial intangible asset,74953.85714285714,2082.0515873015875,2018
Lessors of nonfinancial intangible asset,74953.85714285714,2082.0515873015875,2019
Professional and technical services,86648.0,2406.888888888889,2011
Professional and technical services,90140.0,2503.888888888889,2012
Professional and technical services,91942.0,2553.9444444444443,2013
Professional and technical services,96120.0,2670.0,2014
Professional and technical services,96540.0,2681.6666666666665,2015
Professional and technical services,100020.0,2778.3333333333335,2016
Professional and technical services,104371.0,2899.194444444445,2017
Professional and technical services,106028.02982675986,2945.223050743329,2018
Professional and technical services,108796.8512580407,3022.1347571677975,2019
Management of companies and enterprises,109034.0,3028.722222222222,2011
Management of companies and enterprises,112578.0,3127.1666666666665,2012
Management of companies and enterprises,110805.0,3077.9166666666665,2013
Management of companies and enterprises,110545.0,3070.694444444445,2014
Management of companies and enterprises,113573.0,3154.805555555555,2015
Management of companies and enterprises,115440.0,3206.6666666666665,2016
Management of companies and enterprises,117189.0,3255.25,2017
Management of companies and enterprises,118548.16666666669,3293.00462962963,2018
Management of companies and enterprises,119907.33333333334,3330.7592592592596,2019
Administrative and support services,46924.0,1303.4444444444446,2011
Administrative and support services,49852.0,1384.7777777777776,2012
Administrative and support services,50205.0,1394.5833333333333,2013
Administrative and support services,51953.0,1443.138888888889,2014
Administrative and support services,53660.0,1490.5555555555557,2015
Administrative and support services,55190.0,1533.0555555555557,2016
Administrative and support services,56433.0,1567.5833333333333,2017
Administrative and support services,58157.155319486956,1615.4765366524155,2018
Administrative and support services,59475.127458926465,1652.0868738590686,2019
Waste management and remediation service,55381.0,1538.361111111111,2011
Waste management and remediation service,56674.0,1574.2777777777776,2012
Waste management and remediation service,58573.0,1627.0277777777776,2013
Waste management and remediation service,60657.0,1684.9166666666667,2014
Waste management and remediation service,64127.0,1781.3055555555557,2015
Waste management and remediation service,66632.0,1850.888888888889,2016
Waste management and remediation service,64538.0,1792.7222222222224,2017
Waste management and remediation service,66064.16666666667,1835.1157407407409,2018
Waste management and remediation service,67590.33333333333,1877.5092592592591,2019
Educational services,36372.0,1010.3333333333334,2011
Educational services,36609.0,1016.9166666666666,2012
Educational services,37680.0,1046.6666666666667,2013
Educational services,37750.0,1048.611111111111,2014
Educational services,38863.0,1079.5277777777778,2015
Educational services,38695.0,1074.861111111111,2016
Educational services,39563.02856087683,1098.973015579912,2017
Educational services,40090.08570231383,1113.6134917309398,2018
Educational services,40617.14284375083,1128.2539678819674,2019
Hospitals,73983.0,2055.0833333333335,2011
Hospitals,75799.0,2105.527777777778,2012
Hospitals,77804.0,2161.222222222222,2013
Hospitals,79336.0,2203.777777777778,2014
Hospitals,82955.0,2304.3055555555557,2015
Hospitals,82811.0,2300.3055555555557,2016
Hospitals,87202.0,2422.277777777778,2017
Hospitals,87068.60369081117,2418.5723247447545,2018
Hospitals,90876.07670136957,2524.3354639269323,2019
Nursing and residential care facilities,30899.0,858.3055555555555,2011
Nursing and residential care facilities,31262.0,868.3888888888888,2012
Nursing and residential care facilities,32426.0,900.7222222222222,2013
Nursing and residential care facilities,36242.0,1006.7222222222222,2014
Nursing and residential care facilities,34053.0,945.9166666666666,2015
Nursing and residential care facilities,35083.0,974.5277777777778,2016
Nursing and residential care facilities,36921.0,1025.5833333333333,2017
Nursing and residential care facilities,37720.625574998,1047.7951548610556,2018
Nursing and residential care facilities,38696.87570276316,1074.9132139656433,2019
Social assistance,25470.0,707.5,2011
Social assistance,26020.0,722.7777777777778,2012
Social assistance,26318.0,731.0555555555555,2013
Social assistance,21984.0,610.6666666666666,2014
Social assistance,24698.0,686.0555555555555,2015
Social assistance,26760.0,743.3333333333334,2016
Social assistance,28550.0,793.0555555555555,2017
Social assistance,25685.71428571429,713.4920634920636,2018
Social assistance,25685.71428571429,713.4920634920636,2019
Performing arts and spectator sports,66676.0,1852.111111111111,2011
Performing arts and spectator sports,66366.0,1843.5,2012
Performing arts and spectator sports,74472.0,2068.6666666666665,2013
Performing arts and spectator sports,82266.0,2285.1666666666665,2014
Performing arts and spectator sports,83112.0,2308.6666666666665,2016
Performing arts and spectator sports,86992.0,2416.4444444444443,2017
Performing arts and spectator sports,92819.77071292014,2578.3269642477817,2015
Performing arts and spectator sports,97380.11340562846,2705.0031501563462,2018
Performing arts and spectator sports,101940.45609833678,2831.6793360649103,2019
"Museums, historical sites, zoos, and parks",34190.0,949.7222222222222,2011
"Museums, historical sites, zoos, and parks",34044.0,945.6666666666666,2012
"Museums, historical sites, zoos, and parks",34989.0,971.9166666666666,2013
"Museums, historical sites, zoos, and parks",36594.0,1016.5,2014
"Museums, historical sites, zoos, and parks",38136.0,1059.3333333333333,2016
"Museums, historical sites, zoos, and parks",39573.0,1099.25,2017
"Museums, historical sites, zoos, and parks",40649.600000000006,1129.1555555555558,2015
"Museums, historical sites, zoos, and parks",41726.200000000004,1159.0611111111114,2018
"Museums, historical sites, zoos, and parks",42802.80000000001,1188.966666666667,2019
"Amusements, gambling, and recreation",19184.0,532.8888888888889,2011
"Amusements, gambling, and recreation",19321.0,536.6944444444445,2012
"Amusements, gambling, and recreation",20772.0,577.0,2013
"Amusements, gambling, and recreation",22091.0,613.6388888888889,2014
"Amusements, gambling, and recreation",23176.0,643.7777777777777,2016
"Amusements, gambling, and recreation",23873.0,663.1388888888889,2017
"Amusements, gambling, and recreation",25060.685724114144,696.1301590031707,2015
"Amusements, gambling, and recreation",26098.657156794987,724.9626987998607,2018
"Amusements, gambling, and recreation",27136.62858947583,753.7952385965508,2019
Accommodation,29844.0,829.0,2011
Accommodation,30308.0,841.8888888888888,2012
Accommodation,31504.0,875.1111111111112,2013
Accommodation,33248.0,923.5555555555555,2014
Accommodation,34290.0,952.5,2015
Accommodation,35732.0,992.5555555555555,2016
Accommodation,37757.0,1048.8055555555554,2017
Accommodation,39075.833333333336,1085.439814814815,2018
Accommodation,40394.666666666664,1122.0740740740741,2019
Food services and drinking places,19911.0,553.0833333333334,2011
Food services and drinking places,20630.0,573.0555555555555,2012
Food services and drinking places,21086.0,585.7222222222223,2013
Food services and drinking places,21764.0,604.5555555555555,2014
Food services and drinking places,23053.0,640.3611111111111,2015
Food services and drinking places,24454.0,679.2777777777777,2016
Food services and drinking places,25798.0,716.6111111111112,2017
Food services and drinking places,27267.000000000007,757.4166666666669,2018
Food services and drinking places,28861.000000000015,801.6944444444448,2019
Repair and maintenance,43713.0,1214.25,2011
Repair and maintenance,44406.0,1233.5,2012
Repair and maintenance,46756.0,1298.7777777777778,2013
Repair and maintenance,46865.0,1301.8055555555554,2014
Repair and maintenance,48712.0,1353.111111111111,2015
Repair and maintenance,49554.0,1376.5,2016
Repair and maintenance,51587.0,1432.9722222222224,2017
Repair and maintenance,52252.90185728594,1451.4694960357208,2018
Repair and maintenance,54111.97374094821,1503.110381693006,2019
Personal and laundry services,28708.0,797.4444444444445,2011
Personal and laundry services,29354.0,815.3888888888888,2012
Personal and laundry services,30275.0,840.9722222222222,2013
Personal and laundry services,30192.0,838.6666666666666,2014
Personal and laundry services,30273.0,840.9166666666666,2015
Personal and laundry services,33261.0,923.9166666666666,2016
Personal and laundry services,32253.0,895.9166666666666,2017
Personal and laundry services,33308.52970045805,925.2369361238348,2018
Personal and laundry services,33967.35111783477,943.5375310509658,2019
Membership associations and organization,46470.0,1290.8333333333333,2011
Membership associations and organization,48691.0,1352.5277777777778,2012
Membership associations and organization,51381.0,1427.25,2013
Membership associations and organization,53460.0,1485.0,2014
Membership associations and organization,55361.0,1537.8055555555557,2015
Membership associations and organization,56593.0,1572.0277777777776,2016
Membership associations and organization,58609.0,1628.0277777777776,2017
Membership associations and organization,60632.16666666667,1684.226851851852,2018
Membership associations and organization,62655.33333333334,1740.425925925926,2019
Private households,15803.0,438.97222222222223,2011
Private households,16269.0,451.9166666666667,2012
Private households,17073.0,474.25,2013
Private households,35208.0,978.0,2014
Private households,35787.0,994.0833333333334,2015
Private households,37443.0,1040.0833333333333,2016
Private households,40321.0,1120.0277777777778,2017
Private households,47898.53780047867,1330.5149389021851,2018
Private households,52706.249904902405,1464.0624973584002,2019
Min Wage for Small Business w/ Bene or Tips,17520.0,486.6666666666667,2011
Min Wage for Small Business w/ Bene or Tips,18080.0,502.22222222222223,2012
Min Wage for Small Business w/ Bene or Tips,18380.0,510.5555555555556,2013
Min Wage for Small Business w/ Bene or Tips,18640.0,517.7777777777777,2014
Min Wage for Small Business w/ Bene or Tips,20000.0,555.5555555555555,2015
Min Wage for Small Business w/ Bene or Tips,21000.0,583.3333333333334,2016
Min Wage for Small Business w/ Bene or Tips,22000.0,611.1111111111111,2017
Min Wage for Small Business w/ Bene or Tips,22746.666666666668,631.8518518518518,2018
Min Wage for Small Business w/ Bene or Tips,23493.333333333332,652.5925925925925,2019
Min Wage for Small Business,17520.0,486.6666666666667,2011
Min Wage for Small Business,18080.0,502.22222222222223,2012
Min Wage for Small Business,18380.0,510.5555555555556,2013
Min Wage for Small Business,18640.0,517.7777777777777,2014
Min Wage for Small Business,22000.0,611.1111111111111,2015
Min Wage for Small Business,24000.0,666.6666666666666,2016
Min Wage for Small Business,26000.0,722.2222222222222,2017
Min Wage for Small Business,27413.333333333332,761.4814814814814,2018
Min Wage for Small Business,28826.666666666664,800.7407407407408,2019
Min Wage for Large Business w/ Bene,17520.0,486.6666666666667,2011
Min Wage for Large Business w/ Bene,18080.0,502.22222222222223,2012
Min Wage for Large Business w/ Bene,18380.0,510.5555555555556,2013
Min Wage for Large Business w/ Bene,18640.0,517.7777777777777,2014
Min Wage for Large Business w/ Bene,22000.0,611.1111111111111,2015
Min Wage for Large Business w/ Bene,25000.0,694.4444444444445,2016
Min Wage for Large Business w/ Bene,27000.0,750.0,2017
Min Wage for Large Business w/ Bene,28580.0,793.8888888888888,2018
Min Wage for Large Business w/ Bene,30160.000000000004,837.7777777777778,2019
Min Wage for Large Business,17520.0,486.6666666666667,2011
Min Wage for Large Business,18080.0,502.22222222222223,2012
Min Wage for Large Business,18380.0,510.5555555555556,2013
Min Wage for Large Business,18640.0,517.7777777777777,2014
Min Wage for Large Business,22000.0,611.1111111111111,2015
Min Wage for Large Business,26000.0,722.2222222222222,2016
Min Wage for Large Business,30000.0,833.3333333333334,2017
Min Wage for Large Business,34687.99999958878,963.5555555441327,2018
Min Wage for Large Business,40063.99999876633,1112.8888888546203,2019
