title,est_emp,ann_wage,monthly_rent_allowance,year,98103: Wallingford: Wallingford: Wallingford,98115: Wedgewood: Wedgewood: Wedgewood,98133: North Park: North Park: North Park,98122: Capitol Hill/Madrona: Capitol Hill/Madrona: Capitol Hill/Madrona,98125: Lake City: Lake City: Lake City,98109: Westlake: Westlake: Westlake,98105: University District: University District: University District,98118: Rainier Valley: Rainier Valley: Rainier Valley,98102: Captiol Hill: Captiol Hill: Captiol Hill,98107: Ballard: Ballard: Ballard,98117: Ballard: Ballard: Ballard,98121: BellTown: BellTown: BellTown,98116: West Seattle/Alki: West Seattle/Alki: West Seattle/Alki,98112: Montlake: Montlake: Montlake,98101: Downtown: Downtown: Downtown,98126: West Seattle: West Seattle: West Seattle,98104: Pioneer Square: Pioneer Square: Pioneer Square
Cargo & Freight Agents,1372,49746,1381.8333333333333,2012,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Sailors & Marine Oilers,1289,48755,1354.3055555555554,2012,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Chefs & Head Cooks,1260,45654,1268.1666666666667,2012,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Sales Engineers,1259,115563,3210.0833333333335,2012,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Packaging & Filling Machine Operators & Tenders,1200,33903,941.75,2012,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Insurance Underwriters,1168,86688,2408.0,2012,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Construction & Building Inspectors,1139,66751,1854.1944444444443,2012,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Physician Assistants,1089,104803,2911.194444444445,2012,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Instructional Coordinators,1075,63999,1777.75,2012,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True
Medical & Clinical Laboratory Technicians,1068,44228,1228.5555555555554,2012,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Architectural & Civil Drafters,1042,57952,1609.7777777777776,2012,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True
"Education Administrators, Postsecondary",1019,102102,2836.1666666666665,2012,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Butchers & Meat Cutters,1013,39594,1099.8333333333333,2012,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,True
Drywall & Ceiling Tile Installers,1009,54034,1500.9444444444443,2012,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True
Surgical Technologists,988,52425,1456.25,2012,True,True,True,True,True,True,True,True,False,False,True,False,True,True,False,True,True
"Painters, Transportation Equipment",981,54161,1504.4722222222224,2012,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True
"Cooks, Short Order",979,26562,737.8333333333334,2012,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Merchandise Displayers & Window Trimmers,949,34439,956.6388888888888,2012,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Producers & Directors,899,77172,2143.6666666666665,2012,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Occupational Therapists,897,75313,2092.027777777778,2012,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Printing Press Operators,853,40259,1118.3055555555554,2012,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,True
Travel Agents,815,40995,1138.75,2012,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Sewing Machine Operators,789,24601,683.3611111111112,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Substance Abuse & Behavioral Disorder Counselors,764,40533,1125.9166666666667,2012,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,True
Retail Salespersons,47387,31777,882.6944444444445,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cashiers,26112,28164,782.3333333333334,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Registered Nurses,21002,81940,2276.111111111111,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Waiters & Waitresses,20223,28309,786.3611111111112,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Office Clerks, General",19929,34096,947.1111111111112,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Stock Clerks & Order Fillers,16861,31301,869.4722222222222,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Business Operations Specialists, All Other",15518,75409,2094.6944444444443,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Accountants & Auditors,14004,73135,2031.5277777777776,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Cooks, Restaurant",12595,27263,757.3055555555555,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Teacher Assistants,12013,32482,902.2777777777778,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Computer Programmers,11016,97269,2701.9166666666665,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Computer Systems Analysts,10537,100333,2787.027777777778,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Truck Drivers, Heavy & Tractor-Trailer",9930,46113,1280.9166666666667,2013,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Receptionists & Information Clerks,9272,31862,885.0555555555555,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Management Analysts,9238,95306,2647.388888888889,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Security Guards,8787,35718,992.1666666666666,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Executive Secretaries & Administrative Assistants,8000,56265,1562.9166666666667,2013,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True
Bartenders,7611,29011,805.8611111111112,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Counter & Rental Clerks,7441,29728,825.7777777777778,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Lawyers,7192,127839,3551.0833333333335,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Carpenters,7163,55848,1551.3333333333333,2013,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True
Medical Secretaries,6690,42298,1174.9444444444446,2013,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,True
Construction Laborers,6601,43482,1207.8333333333333,2013,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,True
Medical Assistants,6097,39013,1083.6944444444446,2013,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Civil Engineers,5911,87592,2433.111111111111,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Packers & Packagers, Hand",5738,24597,683.25,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dishwashers,5084,21986,610.7222222222223,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dining Room & Cafeteria Attendants & Bartender Helpers,5014,22830,634.1666666666666,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Electricians,4752,67790,1883.0555555555557,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Tellers,4550,29460,818.3333333333334,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Industrial Truck & Tractor Operators,4359,42505,1180.6944444444446,2013,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,True
Home Health Aides,4124,25919,719.9722222222222,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fitness Trainers & Aerobics Instructors,3946,44279,1229.9722222222222,2013,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Dental Assistants,3852,42750,1187.5,2013,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,True
Order Clerks,3721,38413,1067.0277777777778,2013,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Electrical & Electronic Equipment Assemblers,3660,34919,969.9722222222222,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
"Painters, Construction & Maintenance",3633,41293,1147.0277777777778,2013,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False
Mechanical Engineers,3503,94470,2624.1666666666665,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Paralegals & Legal Assistants,3358,57347,1592.9722222222224,2013,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True
Pharmacy Technicians,3325,42074,1168.7222222222222,2013,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,True
Coaches & Scouts,3313,43751,1215.3055555555554,2013,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Insurance Claims & Policy Processing Clerks,3303,40002,1111.1666666666667,2013,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Police & Sheriff's Patrol Officers,3242,78741,2187.25,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Cooks, Institution & Cafeteria",3204,31148,865.2222222222222,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Public Relations Specialists,3166,64985,1805.138888888889,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Machinists,3090,53689,1491.361111111111,2013,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True
Financial Analysts,3033,88706,2464.0555555555557,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Insurance Sales Agents,3024,65105,1808.4722222222224,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Amusement & Recreation Attendants,2990,24430,678.6111111111111,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gaming Dealers,2979,29789,827.4722222222222,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Self-Enrichment Education Teachers,2916,43771,1215.861111111111,2013,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Graphic Designers,2889,58278,1618.8333333333333,2013,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True
Rehabilitation Counselors,2870,43045,1195.6944444444446,2013,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,True
Team Assemblers,2846,31176,866.0,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Loan Officers,2828,84381,2343.9166666666665,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Cleaners of Vehicles & Equipment,2738,28180,782.7777777777778,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pharmacists,2736,117536,3264.8888888888887,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Dental Hygienists,2723,94688,2630.222222222222,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Plumbers, Pipefitters, & Steamfitters",2683,68677,1907.6944444444443,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Food Servers, Nonrestaurant",2606,25351,704.1944444444445,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Industrial Machinery Mechanics,2596,61482,1707.8333333333333,2013,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True
Cost Estimators,2528,73126,2031.2777777777776,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Vocational Education Teachers, Postsecondary",2487,61881,1718.9166666666667,2013,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True
Bill & Account Collectors,2394,37168,1032.4444444444446,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Personal Financial Advisors,2382,99467,2762.972222222222,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Medical Records & Health Information Technicians,2319,43212,1200.3333333333333,2013,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,True
Taxi Drivers & Chauffeurs,2227,26640,740.0,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Physical Therapists,2164,83327,2314.638888888889,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Database Administrators,2159,91575,2543.75,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Parts Salespersons,2049,36089,1002.4722222222222,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Emergency Medical Technicians & Paramedics,2041,49220,1367.2222222222224,2013,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Loan Interviewers & Clerks,2039,36028,1000.7777777777778,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Sailors & Marine Oilers,1961,48495,1347.0833333333333,2013,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Bakers,1952,29776,827.1111111111112,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Real Estate Sales Agents,1950,48581,1349.4722222222222,2013,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Medical & Clinical Laboratory Technologists,1949,65725,1825.6944444444443,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Human Resources Managers,1920,116771,3243.6388888888887,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Environmental Scientists & Specialists (Inc Health),1913,84914,2358.722222222222,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Editors,1901,75226,2089.611111111111,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Advertising Sales Agents,1841,67852,1884.7777777777776,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Eligibility Interviewers, Government Programs",1797,46434,1289.8333333333333,2013,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Chief Executives,1770,218923,6081.194444444444,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Nonfarm Animal Caretakers,1755,27979,777.1944444444445,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Legal Secretaries,1753,54139,1503.861111111111,2013,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True
Massage Therapists,1743,57825,1606.25,2013,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True
Payroll & Timekeeping Clerks,1740,45666,1268.5,2013,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
"Health Technologists & Technicians, All Other",1689,56134,1559.2777777777776,2013,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True
Telemarketers,1634,26798,744.3888888888888,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Insurance Underwriters,1609,85674,2379.8333333333335,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Librarians,1608,69807,1939.0833333333333,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Packaging & Filling Machine Operators & Tenders,1533,31476,874.3333333333334,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Mental Health Counselors,1470,46070,1279.7222222222222,2013,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Sewing Machine Operators,1457,27307,758.5277777777778,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Urban & Regional Planners,1452,76174,2115.9444444444443,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Printing Press Operators,1426,43987,1221.861111111111,2013,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Data Entry Keyers,1406,33810,939.1666666666666,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Chefs & Head Cooks,1405,47184,1310.6666666666667,2013,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Producers & Directors,1402,59693,1658.138888888889,2013,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True
Roofers,1353,46448,1290.2222222222222,2013,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Drywall & Ceiling Tile Installers,1335,51199,1422.1944444444443,2013,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Merchandise Displayers & Window Trimmers,1308,33031,917.5277777777778,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Medical & Clinical Laboratory Technicians,1259,44091,1224.75,2013,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Butchers & Meat Cutters,1182,38992,1083.111111111111,2013,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Occupational Therapists,1163,80372,2232.5555555555557,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Physician Assistants,1146,104174,2893.722222222222,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Construction & Building Inspectors,1103,69909,1941.9166666666667,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Cargo & Freight Agents,1102,53067,1474.0833333333333,2013,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True
"Education Administrators, Postsecondary",1098,104252,2895.8888888888887,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Travel Agents,1097,41819,1161.638888888889,2013,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,True
"Painters, Transportation Equipment",1089,54761,1521.138888888889,2013,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True
Substance Abuse & Behavioral Disorder Counselors,950,44922,1247.8333333333333,2013,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Surgical Technologists,950,53159,1476.638888888889,2013,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True
Instructional Coordinators,936,62620,1739.4444444444443,2013,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True
Sales Engineers,849,126107,3502.972222222222,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Reservation/Transportation Ticket Agents/Travel Clerks,846,36267,1007.4166666666666,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
"Cooks, Short Order",836,27010,750.2777777777778,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Architectural & Civil Drafters,795,61767,1715.75,2013,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True
Retail Salespersons,47097,30800,855.5555555555555,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cashiers,25736,28290,785.8333333333334,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Registered Nurses,22805,83487,2319.0833333333335,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Waiters & Waitresses,21752,29635,823.1944444444445,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Office Clerks, General",19389,33283,924.5277777777778,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Business Operations Specialists, All Other",16928,74800,2077.777777777778,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Accountants & Auditors,16416,77893,2163.6944444444443,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Stock Clerks & Order Fillers,16408,32291,896.9722222222222,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Computer Programmers,14055,116883,3246.75,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Cooks, Restaurant",12066,26995,749.8611111111112,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Teacher Assistants,11908,33296,924.8888888888888,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Computer Systems Analysts,11404,101080,2807.777777777778,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Management Analysts,10522,101621,2822.805555555555,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Truck Drivers, Heavy & Tractor-Trailer",10412,45985,1277.361111111111,2014,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False
Carpenters,9480,53815,1494.861111111111,2014,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Security Guards,9281,32980,916.1111111111112,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Receptionists & Information Clerks,9027,32716,908.7777777777778,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Lawyers,7803,131169,3643.5833333333335,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Counter & Rental Clerks,7508,30649,851.3611111111112,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Executive Secretaries & Administrative Assistants,7228,57605,1600.138888888889,2014,True,True,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True
Bartenders,7182,29071,807.5277777777778,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Construction Laborers,6584,44161,1226.6944444444446,2014,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
"Packers & Packagers, Hand",6339,28353,787.5833333333334,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Medical Assistants,6317,38835,1078.75,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Civil Engineers,6150,87260,2423.888888888889,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Electricians,5626,69591,1933.0833333333333,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Dining Room & Cafeteria Attendants & Bartender Helpers,5219,23468,651.8888888888889,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Medical Secretaries,5184,42822,1189.5,2014,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Dishwashers,4751,22330,620.2777777777777,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Industrial Truck & Tractor Operators,4661,43048,1195.7777777777778,2014,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Fitness Trainers & Aerobics Instructors,4193,41787,1160.75,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
"Cooks, Institution & Cafeteria",4160,30895,858.1944444444445,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Dental Assistants,4070,42704,1186.2222222222222,2014,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Team Assemblers,3995,33563,932.3055555555555,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Tellers,3910,29962,832.2777777777778,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Painters, Construction & Maintenance",3805,41995,1166.5277777777778,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Machinists,3710,52459,1457.1944444444443,2014,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Mechanical Engineers,3701,95223,2645.0833333333335,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Home Health Aides,3602,27731,770.3055555555555,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Insurance Claims & Policy Processing Clerks,3592,40483,1124.5277777777778,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
"Plumbers, Pipefitters, & Steamfitters",3592,69318,1925.5,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Electrical & Electronic Equipment Assemblers,3544,34834,967.6111111111112,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pharmacy Technicians,3415,42259,1173.861111111111,2014,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Loan Officers,3353,86467,2401.861111111111,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Coaches & Scouts,3312,43645,1212.361111111111,2014,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Police & Sheriff's Patrol Officers,3294,79242,2201.1666666666665,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Self-Enrichment Education Teachers,3278,43716,1214.3333333333333,2014,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Graphic Designers,3201,59691,1658.0833333333333,2014,True,True,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True
Insurance Sales Agents,3199,62346,1731.8333333333333,2014,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True
Order Clerks,3095,39379,1093.861111111111,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Paralegals & Legal Assistants,3055,60288,1674.6666666666667,2014,True,True,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True
Gaming Dealers,3004,28386,788.5,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cleaners of Vehicles & Equipment,2985,29461,818.3611111111112,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Food Servers, Nonrestaurant",2908,24859,690.5277777777778,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Personal Financial Advisors,2817,116291,3230.305555555555,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Public Relations Specialists,2804,64365,1787.9166666666667,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Bakers,2786,27729,770.25,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cost Estimators,2765,73390,2038.611111111111,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bill & Account Collectors,2663,36625,1017.3611111111112,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pharmacists,2641,119625,3322.9166666666665,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Rehabilitation Counselors,2619,46610,1294.7222222222222,2014,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False
Taxi Drivers & Chauffeurs,2572,30538,848.2777777777778,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dental Hygienists,2568,97823,2717.3055555555557,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Real Estate Sales Agents,2403,46321,1286.6944444444446,2014,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False
Loan Interviewers & Clerks,2374,38397,1066.5833333333333,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Physical Therapists,2321,85753,2382.027777777778,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Industrial Machinery Mechanics,2320,62432,1734.2222222222224,2014,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True
"Vocational Education Teachers, Postsecondary",2302,62858,1746.0555555555557,2014,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True
Database Administrators,2251,93665,2601.8055555555557,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Massage Therapists,2190,52186,1449.611111111111,2014,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Financial Analysts,2173,84190,2338.611111111111,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Medical Records & Health Information Technicians,2138,45244,1256.7777777777778,2014,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False
Environmental Scientists & Specialists (Inc Health),2135,78620,2183.888888888889,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Human Resources Managers,2012,119031,3306.4166666666665,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Nonfarm Animal Caretakers,1976,28456,790.4444444444445,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
